"created","favoriteCount","favorited","id","isRetweet","latitude","longitude","replyToSID","replyToSN","replyToUID","retweetCount","retweeted","screenName","statusSource","text","truncated"
"2016-01-01",0,FALSE,"683075139160915968",FALSE,NA,NA,NA,NA,NA,0,FALSE,"Arcticm0nkeyys","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I want Costco cake",FALSE
"2016-01-01",0,FALSE,"683075027739238401",TRUE,NA,NA,NA,NA,NA,14,FALSE,"MirandaDipres","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @boozell_leah: Trying to get more samples in Costco like https://t.co/w7TU4k7q3r",FALSE
"2016-01-01",0,FALSE,"683074938736087040",FALSE,NA,NA,NA,NA,NA,0,FALSE,"ClrRed","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>","#Costco Switches to Cage-Free Eggs, Changes the Industry https://t.co/p3yfPU8wxD via @OrganicAuthorit",FALSE
"2016-01-01",0,FALSE,"683074392025202689",FALSE,NA,NA,NA,NA,NA,0,FALSE,"LarchmontDV","<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","Man Run Over At New Rochelle Costco In Apparent Road Rage Incident https://t.co/OuQQN0EeSW https://t.co/ua0RJDbEYt",FALSE
"2016-01-01",0,FALSE,"683074371695464449",FALSE,NA,NA,NA,NA,NA,0,FALSE,"MamaroneckDV","<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","Man Run Over At New Rochelle Costco In Apparent Road Rage Incident https://t.co/THZzUUFohr https://t.co/W1l5IFHtjd",FALSE
"2016-01-01",0,FALSE,"683073449963589633",FALSE,NA,NA,NA,NA,NA,0,FALSE,"ulove_kae","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","I need to invest in a Costco card Ì†æÌ¥îRT @imstillquita: @ulove_kae I get the powder of the liquid",FALSE
"2016-01-01",10,FALSE,"683073334897172481",FALSE,NA,NA,NA,NA,NA,1,FALSE,"clamatoes","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I only ate *one* rotisserie chicken in the vestibule of Costco. New Year's resolution doing pretttay prettay good",FALSE
"2016-01-01",0,FALSE,"683073266387410945",TRUE,NA,NA,NA,NA,NA,3,FALSE,"cheezritz","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Pratyush5671: @cheezritz I am way too random but Costco is one of the best places to shop Amber, lol. I agree, you work there? They pay‚Ä¶",FALSE
"2016-01-01",0,FALSE,"683073227791425540",FALSE,NA,NA,"683073073231302657","Pratyush5671","3880537583",0,FALSE,"cheezritz","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@Pratyush5671 I love Costco 10/10 would recommend",FALSE
"2016-01-01",0,FALSE,"683073175245074432",FALSE,NA,NA,NA,"Costco","1056152593",0,FALSE,"lmcmullen3","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@costco is it normal to have mold growing on the packaging of your Main St Bistro potatoes?
#notsogoodnewyeardinner https://t.co/g3hTaQy5YE",FALSE
