"created","favoriteCount","favorited","id","isRetweet","latitude","longitude","replyToSID","replyToSN","replyToUID","retweetCount","retweeted","screenName","statusSource","text","truncated"
"2015-12-13",0,FALSE,"676189856448385025",FALSE,NA,NA,NA,NA,NA,0,FALSE,"meganlizabethhh","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","That moment when you get to Costco and don't have your Costco cardÌ†ΩÌπÉÌ†ΩÌπÇ",FALSE
"2015-12-13",0,FALSE,"676189853667602432",TRUE,NA,NA,NA,NA,NA,1,FALSE,"Pokemonera","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @malosito_panda: Sushi de costco, just for the salmonelosis.",FALSE
"2015-12-13",1,FALSE,"676189838828134400",FALSE,NA,NA,"676188370406539264","MayraJimenaSC","448704487",0,FALSE,"rosiemarz_","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@MayraJimenaSC lane &amp; I were like ""fuck Costco"" lmao",FALSE
"2015-12-13",2,FALSE,"676189730711592960",FALSE,NA,NA,NA,NA,NA,0,FALSE,"Wendt2Canada","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","My people of Eugene... Gas is $1.99 at Costco",FALSE
"2015-12-13",0,FALSE,"676189727331102721",FALSE,NA,NA,"676189666979282944","_theycallmesay_","2420978673",0,FALSE,"ohhthatsseanyy","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@_theycallmesay_ costco like a while back",FALSE
"2015-12-13",1,FALSE,"676189640479522816",FALSE,NA,NA,NA,NA,NA,2,FALSE,"PeggySchuyler","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dad, trying to find parking at Costco: Todos vienen a los samples &gt;8|",FALSE
"2015-12-13",0,FALSE,"676189594317033473",TRUE,NA,NA,NA,NA,NA,4,FALSE,"tylergalipo","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @jerryyRgz: Costco samples Ì†ΩÌ¥•",FALSE
"2015-12-13",1,FALSE,"676189579347492864",FALSE,NA,NA,NA,NA,NA,0,FALSE,"TheGrumpyTurtle","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","I'm at Costco two weeks before Xmas, I can't help but feel like I've made poor life choices.",FALSE
"2015-12-13",0,FALSE,"676189431511048196",FALSE,"25.72974334","-100.39292693",NA,NA,NA,0,FALSE,"KaarenVaargas","<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","I'm at Costco in Monterrey, Nuevo Leon https://t.co/57ts4SbWOZ",FALSE
"2015-12-13",1,FALSE,"676189423051018240",FALSE,NA,NA,NA,NA,NA,0,FALSE,"PokeyyBabee","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Costco selfie because yeah https://t.co/BnV8Y88np3",FALSE
"2015-12-13",2,FALSE,"676189399109861376",FALSE,NA,NA,NA,NA,NA,0,FALSE,"sandiegogirlie","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dear @Costco, thank you for making your churros the size of my arm ‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è",FALSE
"2015-12-13",0,FALSE,"676189388779360256",TRUE,NA,NA,NA,NA,NA,2,FALSE,"KMLE1079","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @kimmiecaruba: Overheard at Costco ""Why every day does it look like a cat threw you up?"" Ì†ΩÌ∏≥Ì†ΩÌ∏ÇÌ†ΩÌ∞±",FALSE
"2015-12-13",1,FALSE,"676189367975612416",FALSE,NA,NA,NA,NA,NA,0,FALSE,"hansislandradio","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Just remember nothing in life is free except Jesus...and samples from Costco",FALSE
"2015-12-13",0,FALSE,"676189154288373761",TRUE,NA,NA,NA,NA,NA,7,FALSE,"SamuelTsmith21","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @NataliaaInez: Costco pizza, Costco chicken bake, Costco hot dogs... Costco everything makes me happy.‚ò∫Ô∏è",FALSE
"2015-12-13",1,FALSE,"676189094553108480",FALSE,NA,NA,NA,NA,NA,0,FALSE,"bahar_p98","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","i just saw my second grade teacher at costco.....its been 10 years since ive had her wow",FALSE
"2015-12-13",0,FALSE,"676189069836222464",TRUE,NA,NA,NA,NA,NA,5,FALSE,"xo_Jma","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @FoodGawd: I love Costco pizza",FALSE
"2015-12-13",0,FALSE,"676188961673449473",FALSE,NA,NA,NA,NA,NA,0,FALSE,"AddieClancy","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Costco chicken noodle soup saving my life rn Ì†ΩÌ∏∑",FALSE
"2015-12-13",1,FALSE,"676188843133919232",FALSE,NA,NA,"676188418569715713","agentc0re","19212605",0,FALSE,"SeaOtterGamer","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@agentc0re @MasterThiefGame 
Costco Pizza
+1 nutrition
+10 delicious
Account Bound",FALSE
"2015-12-13",0,FALSE,"676188792047411201",FALSE,"42.56501213","-87.92084705",NA,NA,NA,0,FALSE,"Blackreign929","<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","I'm at Costco Gas in Pleasant Prairie, WI w/ @emb1230 https://t.co/7XpxN30Icv",FALSE
