"created","favoriteCount","favorited","id","isRetweet","latitude","longitude","replyToSID","replyToSN","replyToUID","retweetCount","retweeted","screenName","statusSource","text","truncated"
"2016-01-02",0,FALSE,"683437556659294209",FALSE,NA,NA,NA,NA,NA,0,FALSE,"mr_deliciouss","<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","I'm at Costco in San Diego, CA w/ @pablomelendez https://t.co/uY7PKdU6CK",FALSE
"2016-01-02",0,FALSE,"683437528058335233",TRUE,NA,NA,NA,NA,NA,3,FALSE,"JFitz1104","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @theghissilent: Just saw this bumper sticker in the Costco parking lot, and it made me laugh out loud. 

Well done, my friend. https://t‚Ä¶",FALSE
"2016-01-02",0,FALSE,"683437491437748225",FALSE,NA,NA,"683411785605451777","LeviHutch","25894478",0,FALSE,"jthuffman","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@LeviHutch Did you end up going to Costco?",FALSE
"2016-01-02",0,FALSE,"683437473331064832",FALSE,"33.899469","-118.37330818",NA,NA,NA,0,FALSE,"rare_steak","<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","I'm at @Costco in Hawthorne, CA https://t.co/lL4U94V4MG",FALSE
"2016-01-02",1,FALSE,"683437415625797632",FALSE,NA,NA,"683436774576619521","imtrash2k16","2358536754",0,FALSE,"bryanparji","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@imtrash2k16 ""this traffic update brought to you by Costco""",FALSE
"2016-01-02",0,FALSE,"683437355055886336",FALSE,NA,NA,NA,NA,NA,0,FALSE,"ohitzlilia","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Excited to try these out as a snack or on my salads. On sale at costco this month. #nomnom‚Ä¶ https://t.co/MX5CacDGGH",FALSE
"2016-01-02",0,FALSE,"683437321086185473",FALSE,NA,NA,"683436979812438016","watchKENconquer","158873982",0,FALSE,"Eli_1223","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@watchKENconquer even Costco know that",FALSE
"2016-01-02",0,FALSE,"683437129557536769",FALSE,NA,NA,NA,NA,NA,0,FALSE,"mjpcdhoops","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Site seeing at Costco? I love that store, but... https://t.co/sS8PjlVZs7",FALSE
"2016-01-02",0,FALSE,"683437055154638848",FALSE,NA,NA,NA,NA,NA,11,FALSE,"wamuhkin","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Costco Pharmacy Pricing 2015? ==&gt; https://t.co/lROTWOCThF &lt;== Save Up To 70% On High Quality Drugs! Fast Delivery",FALSE
"2016-01-02",0,FALSE,"683436889882374145",FALSE,NA,NA,"683379854851608576","CookSux","23666212",0,FALSE,"Protoman","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@CookSux When 50-something business men douchebags in Costco are talking on them while pushing their cart holding up the line",FALSE
"2016-01-02",0,FALSE,"683436806151380992",TRUE,NA,NA,NA,NA,NA,1,FALSE,"ianjohnmanley","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @fluffy_chrome: Me at Costco tryna get more free samples https://t.co/34PTbvn3ZU",FALSE
"2016-01-02",0,FALSE,"683436786601734145",FALSE,NA,NA,NA,NA,NA,0,FALSE,"jeffvolkmer","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","20 - something in Beats and Healies at Costco.",FALSE
"2016-01-02",6,FALSE,"683436746726477824",FALSE,NA,NA,NA,NA,NA,0,FALSE,"marco_wits","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","leaving the house smelling like vietnamese food and costco chicken bake and I'm totally ok with that",FALSE
"2016-01-02",0,FALSE,"683436741785591809",TRUE,NA,NA,NA,NA,NA,43,FALSE,"realjimmylowe","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @emileighgloria: Getting different samples at Costco like.. https://t.co/9XChCfzbwk",FALSE
"2016-01-02",1,FALSE,"683436609946009600",FALSE,NA,NA,"683435837984378880","cesarpenalo20","582343223",0,FALSE,"alanpena2121","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@cesarpenalo20 it's by sonic and Costco",FALSE
"2016-01-02",16,FALSE,"683436484230156288",FALSE,NA,NA,NA,NA,NA,1,FALSE,"mary_marirk16","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Literally just came to Costco for the free samples",FALSE
"2016-01-02",1,FALSE,"683436432967516161",FALSE,NA,NA,"683415772597743616","radaluvvy","3979064175",0,FALSE,"KristoffTweets","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@radaluvvy @RichardAyoade ha remember that film. That the one where aliens take over a costco store?",FALSE
"2016-01-02",0,FALSE,"683436421588336642",FALSE,"52.21309871","-113.81899621",NA,NA,NA,0,FALSE,"Freddi","<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","Ok maybe going to  Costco late on Saturday was wasn't such a great idea (at @Costco in Red Deer, AB) https://t.co/9rri4tx1fJ",FALSE
"2016-01-02",2,FALSE,"683436401334075395",FALSE,NA,NA,NA,NA,NA,0,FALSE,"painfreekitchen","<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","Found this easy list of #Whole30 Costco finds https://t.co/yQ0tVX7KTd  Too bad I can't find the blogger on twitter to tell her great job.",FALSE
"2016-01-02",2,FALSE,"683436397299019776",FALSE,NA,NA,NA,NA,NA,0,FALSE,"SophiaTart","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Costco was so busy I accidentally bought fabric softener instead of laundry soap",FALSE
"2016-01-02",6,FALSE,"683436319335264256",FALSE,NA,NA,NA,NA,NA,0,FALSE,"jodame98","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Broke and hungry, goes to Costco for free samples",FALSE
"2016-01-02",1,FALSE,"683436294333022208",FALSE,NA,NA,NA,NA,NA,0,FALSE,"hksperl","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Just saw someone wearing one of those inside out KK sweatshirts at a Costco in MN Ì†ΩÌ∏ñÌ†ΩÌ∏ñÌ†ΩÌ∏ñ",FALSE
"2016-01-02",0,FALSE,"683436224107909120",TRUE,NA,NA,NA,NA,NA,1,FALSE,"LoversMelbourne","<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","RT @DavidJMSamson: #costco #melbourne - operating like a police state. Hostile and apathetic staff. Membership cards and receipts ready for‚Ä¶",FALSE
"2016-01-02",1,FALSE,"683436175588069376",FALSE,NA,NA,NA,NA,NA,0,FALSE,"vinyl4giants","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Shallow Grave. Danny Boyle's 1st feature. Who would've thought they'd carry Criterion Collection at Costco... https://t.co/F4PmYsUmwc",FALSE
"2016-01-02",0,FALSE,"683436175105867777",FALSE,NA,NA,NA,NA,NA,0,FALSE,"blindberg68","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Clothing at Costco, large is actually small to medium actually. Rip off.",FALSE
"2016-01-02",0,FALSE,"683436103542648832",TRUE,NA,NA,NA,NA,NA,23,FALSE,"rivanessa1","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @danmillerotown: I ventured into Costco on a Saturday.  Luckily I made it out alive.  Unfortunately, I left my sanity somewhere near the‚Ä¶",FALSE
"2016-01-02",2,FALSE,"683435964597809152",FALSE,NA,NA,NA,NA,NA,0,FALSE,"msemilyhervert","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","when it's a good sample day at Costco #blessed",FALSE
"2016-01-02",0,FALSE,"683435902509707264",TRUE,NA,NA,NA,NA,NA,2,FALSE,"AugustLady241","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @100Concerned: @cyndiwanek @cdelbrocco @AugustLady241 @linnyitssn Perhaps try COSTCO",FALSE
"2016-01-02",5,FALSE,"683435867248144386",FALSE,NA,NA,NA,NA,NA,0,FALSE,"HaleySavannah_","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This woman behind me in line at Costco just legitimately rested her box of stuff ON MY ASS. #TheFuck",FALSE
"2016-01-02",10,FALSE,"683435853448785921",FALSE,NA,NA,NA,NA,NA,1,FALSE,"MadisonDapprich","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Self control: having the brain power to stop yourself from eating the whole Costco box of Spinach Artichoke dip in one sitting.",FALSE
"2016-01-02",2,FALSE,"683435837170778114",FALSE,NA,NA,NA,NA,NA,0,FALSE,"Isaballaz","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I love family gatherings at Costco",FALSE
"2016-01-02",0,FALSE,"683435789997469697",FALSE,NA,NA,NA,NA,NA,0,FALSE,"SlamminAlvin","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Costco! https://t.co/YJ7fYmjoub",FALSE
"2016-01-02",0,FALSE,"683435489966215168",FALSE,NA,NA,NA,"elidourado","851361",0,FALSE,"Official_Costco","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@elidourado Im a law-student. Read your Mercatus Center 1099 study, and would love to talk with you about the legal implications 4 a paper",FALSE
"2016-01-02",0,FALSE,"683435448572588032",TRUE,NA,NA,NA,NA,NA,1,FALSE,"JenaRefuerzo","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @ReyesLauraaaa: I hate Costco and all the people in it",FALSE
"2016-01-02",0,FALSE,"683435357719793664",FALSE,NA,NA,NA,NA,NA,0,FALSE,"thescramble","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Found this today at #Costco and I couldn't resist trying it even though it's pretty expensive at‚Ä¶ https://t.co/YVAhSQqu8R",FALSE
"2016-01-02",0,FALSE,"683435178224652288",FALSE,NA,NA,NA,NA,NA,0,FALSE,"lifeu3136","<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","How does #Costco teach us to do #business? - https://t.co/sktMSmYVB1 #marketing  #goals  #success #motivation #entrepreneur",FALSE
"2016-01-02",0,FALSE,"683435085006254080",FALSE,NA,NA,NA,NA,NA,0,FALSE,"BrunoFrenchBake","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Costco has brisket sandwiches and churros.Ì†ΩÌ±å https://t.co/cGHGQsA5nD",FALSE
"2016-01-02",0,FALSE,"683435066597351424",TRUE,NA,NA,NA,NA,NA,2,FALSE,"victoriaanoell","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @carlyflub: Costco and chill?",FALSE
"2016-01-02",0,FALSE,"683434990219100160",FALSE,NA,NA,"683410665621471232","quentinventura_","3291154808",0,FALSE,"TheFundraiser01","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","‚Äú@quentinventura_: American Express is like the step child of credit cards. Nobody accepts em‚Äù except Costco",FALSE
"2016-01-02",0,FALSE,"683434888742223873",FALSE,NA,NA,NA,NA,NA,0,FALSE,"blindberg68","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Went to Costco 4 the 1st and last time.",FALSE
"2016-01-02",0,FALSE,"683434737935859712",FALSE,NA,NA,NA,NA,NA,0,FALSE,"itchybeats","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Will be performing acapella versions of Louis Armstrong songs in the style of Louis Armstrong at Costco later today.",FALSE
"2016-01-02",0,FALSE,"683434637587263489",FALSE,NA,NA,"683423239234781184","josalyn_izzo","171380953",0,FALSE,"LORN__","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@josalyn_izzo @LoveIyCouples Costco has them Ì†ΩÌπÇ probably the best present I ever got",FALSE
"2016-01-02",3,FALSE,"683434626736599040",FALSE,NA,NA,"683294788037283840","DanicaPack10","2600851328",0,FALSE,"jay_jensen2","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@DanicaPack10 @NaturesBakery are available at @Costco too! (The chicken is for the cat) https://t.co/x0bfceXwOE",FALSE
"2016-01-02",1,FALSE,"683434451599114240",FALSE,NA,NA,"683430657230532608","StuntBirdArmy","2345807090",0,FALSE,"XwingGacy","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@StuntBirdArmy My cousin sold gun-safes at Costco for a time and was held hostage in this way on the regular.",FALSE
"2016-01-02",0,FALSE,"683434370800041984",TRUE,NA,NA,NA,NA,NA,15,FALSE,"druggypoontang","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @jabonkydonkey: Sex is good and all, but have u ever tried Costco pizza?",FALSE
"2016-01-02",3,FALSE,"683434323823824896",FALSE,NA,NA,NA,NA,NA,1,FALSE,"Kassi_erika","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","*goes to Costco just bc free samples*",FALSE
"2016-01-02",0,FALSE,"683434309450072065",TRUE,NA,NA,NA,NA,NA,21,FALSE,"KittanGordon","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @jacyreese: Huge achievement! ""After months of pressure, Costco commits to a cage-free egg supply"" https://t.co/yTyvDaSrAY",FALSE
