"created","favoriteCount","favorited","id","isRetweet","latitude","longitude","replyToSID","replyToSN","replyToUID","retweetCount","retweeted","screenName","statusSource","text","truncated"
"2016-01-05",0,FALSE,"684524722185342976",FALSE,NA,NA,NA,NA,NA,0,FALSE,"KissyMonster1","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","New year, same old Costco Pharmacy.",FALSE
"2016-01-05",0,FALSE,"684524686575800321",TRUE,NA,NA,NA,NA,NA,2,FALSE,"DJ_FUCKHEAD","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Villlabizz: Churros from Costco are the goat",FALSE
"2016-01-05",0,FALSE,"684524653570691073",TRUE,NA,NA,NA,NA,NA,2,FALSE,"andresgzcz","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @brendaglh: El chicken bake de costco Ì†ΩÌ∏ç",FALSE
"2016-01-05",0,FALSE,"684524509349556224",TRUE,NA,NA,NA,NA,NA,23,FALSE,"PaytonW95913538","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @HashtagWEED: Bong rips at Costco #LoudChallenge https://t.co/FwpUA0svXb",FALSE
"2016-01-05",3,FALSE,"684524467876425728",FALSE,NA,NA,NA,NA,NA,0,FALSE,"imdenmate","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","A little bit of me died today as I traveled to Costco only to find there were no free samples.",FALSE
"2016-01-05",0,FALSE,"684524412519858176",TRUE,NA,NA,NA,NA,NA,251,FALSE,"onlyshaIIow","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @KevsDgaf: I like music and romantic walks through da costco freezer aisle",FALSE
"2016-01-05",0,FALSE,"684524225894432770",TRUE,NA,NA,NA,NA,NA,30,FALSE,"Reclyned","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @PostThickyThick: In Costco right now.... #Thick https://t.co/LynauODszo",FALSE
"2016-01-05",0,FALSE,"684524071464222720",TRUE,NA,NA,NA,NA,NA,23,FALSE,"MrWeedFields","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @HashtagWEED: Bong rips at Costco #LoudChallenge https://t.co/FwpUA0svXb",FALSE
"2016-01-05",0,FALSE,"684523935707361280",TRUE,NA,NA,NA,NA,NA,2773,FALSE,"Hislocal","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @seethenare: ""You like mayonnaise?  Prove it."" - Costco",FALSE
"2016-01-05",1,FALSE,"684523885639909377",FALSE,NA,NA,NA,NA,NA,1,FALSE,"Cokebear17","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","Bought a new battery for the Beetle &amp; the Boxster at Costco today. Apparently they take the same size. #Cousins #Porsche #VW ‚ù§Ô∏è",FALSE
"2016-01-05",0,FALSE,"684523884629000194",TRUE,NA,NA,NA,NA,NA,30,FALSE,"crow_press","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @PostThickyThick: In Costco right now.... #Thick https://t.co/LynauODszo",FALSE
"2016-01-05",0,FALSE,"684523761584988166",TRUE,NA,NA,NA,NA,NA,251,FALSE,"sehyr_a","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @KevsDgaf: I like music and romantic walks through da costco freezer aisle",FALSE
"2016-01-05",0,FALSE,"684523756094537729",FALSE,NA,NA,NA,NA,NA,0,FALSE,"aubreyy_lovo","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I think parking should be good Costco is about to close but who knows Ì†æÌ¥î",FALSE
